textid,Words (split by space),anger,disgust,fear,joy,sad,surprise
1,who is prince frederic von anhalt,0.12202769416549362,0.1771504933314734,0.04368226032818899,0.16568510728254493,0.3086643047189176,0.1827722770694522
2,prestige has magic touch,0.0,0.0,0.02089139208733897,0.41460827214851315,0.1700546729351364,0.39448729457712184
3,study female seals picky about mates,0.02348944166175253,0.03045807662464937,0.05687736412322898,0.4235891823082098,0.09238294536614061,0.37320298991601863
4,no e book for harry potter vii,0.09390174564530253,0.08948508151664483,0.03752569648709941,0.2974184136701501,0.20607896810248386,0.275627464882491
5,blair apologises over friendly fire inquest,0.09924542202395976,0.04127648830264448,0.2686148315540344,0.0,0.4829321395515668,0.1079122556283728
6,vegetables may boost brain power in older adults,4.909956726842363e-07,0.0,0.09260154537371766,0.4443947939275899,3.617161618004546e-06,0.4629995511480733
7,afghan forces retake town that was overrun by taliban,0.10020378718741181,0.008749596151824728,0.4077179889394614,0.008749596151824728,0.4394656419407307,0.03511338962874677
8,skip the showers male sweat turns women on study says,0.0,0.11387731419116114,0.0,0.13747788284565654,0.0,0.7486674627887235
9,made in china irks some burberry shoppers,0.10560881115119307,0.12775862079544006,0.18863514548556276,0.2227743223279333,0.10017950603591065,0.2550248423131962
10,britain to restrict immigrants from new eu members,0.13815103881572782,0.03694750571855339,0.30903551966827253,0.15503750809818778,0.2155016115798735,0.14528495726447044
11,canadian breakthrough offers hope on autism,0.05758843116082512,0.0,0.1168865762701021,0.31849076709276397,0.1104617266987639,0.39655384282601536
12,russia to strengthen its military muscle,0.12135029724986343,0.07094817734037123,0.3171112100010139,0.15046879924544368,0.18875848631158812,0.1513630298517196
13,alzheimer s drugs offer no help study finds,0.1325190942279588,0.06590008452872423,0.203896629286945,0.21883591477464592,0.22212467457933938,0.15672723317160234
14,uk police slammed over terror raid,0.16704298244219531,0.13598272476622705,0.4160670595026847,0.019063379308583074,0.2134830731256899,0.04831983081889832
15,no rejects police state claim,0.1882436183790894,0.1326633713527714,0.38569073770768264,0.016587568633846184,0.1558110179974793,0.12096798137210499
16,oprah announces new book club pick,0.06281580462707352,0.11465917765495216,0.07121474373778496,0.39725497583562047,0.16588713780013875,0.1881676094053334
17,smith can t be buried until hearing,0.127837288919874,0.01721989633875681,0.18183999022491476,0.05426339454997631,0.19650726964687176,0.42233216031960635
18,african nation hopes whoopi can help,0.0312872068823967,0.008543761484722474,0.137951472315319,0.40866840491907275,0.1482090929187932,0.2653612957181278
19,tourism lags in bush s hometown,0.10104307605564107,0.06735726652326915,0.1430425930742164,0.3903675595374181,0.12592055906976043,0.1722871749053331
20,air france klm profit rises,0.1804513359831171,0.043899241292056856,0.25631562725592644,0.2646205944744112,0.14185885382768795,0.11283865236657074
21,au regrets sudan s expulsion of un envoy,0.07196402356233844,0.034303175950346446,0.06180463220822979,0.34393097446889864,0.08209967103402498,0.4058991182059519
22,taiwan s mr clean indicted steps down,0.13990281780388672,0.024054974494981108,0.21752484902398764,0.1253164038133902,0.3095055652535631,0.18373066515474884
23,martian life could have evaded detection by viking landers,0.11760113291831208,4.753506114980535e-06,0.058803338405933075,6.797890634821714e-06,0.1176059887928582,0.7058779942847262
24,turner pays for boston bombing,0.09943031605124886,0.07164177482098377,0.30957529456219185,0.15325830177059108,0.1869918798137277,0.17909569747076193
25,serena misses bangalore tournament,0.03585452222627939,0.04870003735831876,0.1117385936517514,0.06463810395051764,0.39540359780155004,0.3436651450115827
26,attorneys point fingers in fight between ryan o neal and son,0.01971537247863527,0.10037669917212129,0.048335483345634804,0.3468181562617209,0.22086781692451635,0.2639070138842416
27,pledge i was abused in frat hazing,0.03866411607156864,0.044548865960377375,0.22996468561460026,0.23398279855390977,0.1396089550994647,0.3132123056853586
28,whistle blowing web site exposed,0.15363558086885556,0.07870821361361163,0.2420946407450941,0.13849835030799348,0.17666320555102458,0.2104197488919423
29,growing unarmed battalion in qaeda army is using internet to get the message out,0.1210747606490823,0.12543588168547132,0.20551709260024034,0.2735306286816704,0.1827480117893336,0.09163382211872251
30,royal rescues presidential hopes with commanding performance,0.020929586456673657,0.008375685472541895,0.041859172913347314,0.7110022831243739,0.008375685472541895,0.20945758656052138
31,minister slams airlines on carbon,0.12765312917152735,0.11752163715167545,0.11695472805298102,0.2983849119059088,0.17791750935640846,0.16155154429858212
32,audio slide show a love story lasting years,0.05776148874232086,0.030827328583469243,0.07515365802944064,0.28475158376222753,0.25190670337747767,0.29959923750506395
33,fully cooked chicken strips recalled,0.09245605188203465,0.05362252181436629,0.2273283185650216,0.17392853689399954,0.16817848539069746,0.28455649247663606
34,madonna adoption bid approved,0.0,0.03116880384655481,0.035388151713896976,0.6229174176282386,0.027463161450073943,0.2830624653612355
35,rowdy fans ejected from the open,0.05457720253479297,0.0,0.0,0.7565345901530185,0.035307748894952175,0.1535804584172365
36,snow wreaks havoc in east midwest,0.10837687959641219,0.03259473303168194,0.29938654387595415,0.01843042947082624,0.17248073675828787,0.3686928275824234
37,the energy challenge exotic visions how to cool a planet maybe,0.11250419618467176,0.14006994163849174,0.21654682528555036,0.11905098760801489,0.10491569748382505,0.306891323219714
38,libby defense upsets judge rests,0.27556090984536824,0.16273400369672522,0.1089891561597509,0.06782523290825308,0.08271165047504671,0.30221905594906584
39,briton admits u s bomb plot role,0.17674280786896027,0.12114126840147416,0.27601330420743303,0.07917965693316027,0.2009386895293619,0.1459350071110193
40,routine mission turns into hunt for missing comrade,0.019976573241456273,0.0,0.2395931682147583,0.2864473689507028,0.21738897246195346,0.23663110004144255
41,ex suspect slams anti terror laws,0.10550201651846315,0.050012792069644416,0.31721907092833296,0.2959160947777669,0.1275797407310295,0.10377028497476294
42,federer overcomes a ragged start,0.0,0.0,0.024142016854949464,0.42540525354177644,0.1996011490338471,0.35085158056942706
43,investigation of child porn site hits nations,0.19519892694662583,0.2507971269752535,0.12760680416371487,0.11657572819959802,0.16674331823492083,0.14306724713883445
44,bangladesh ends curfew amid unrest,0.07633450829087933,0.07397228872161439,0.15487293081710807,0.10294138094790932,0.21498960787268526,0.37685943918500947
45,sarkozy comfort zone offers a royal opportunity,0.09527864109594518,0.041289380115353796,0.025399761730475156,0.6434073843526316,0.00635978530150657,0.18828473714186322
46,sick hearts switch on a fetal gene,0.028486659864371967,0.08582585638256149,0.03870110126523221,0.3054465038864669,0.11470234561859369,0.4268374441738134
47,chinese president arrives in mozambique african tour nearly over,0.0,0.0,0.0,0.7556011757265938,0.0,0.24439882427340615
48,homemade bombs kill on indian train,0.14009249204891747,0.08882993994481027,0.23468643379177614,0.0,0.3953324809150992,0.14105853319463732
49,france rejects rwandan investigators,0.17431133643123242,0.10485470809582802,0.24042813617906655,0.11518669027235773,0.21350248590902163,0.15167014695434036
50,at libby trial russert of nbc gives and gets,0.07842546013603843,0.07097045151551619,0.08080729292211543,0.33807805542183716,0.12003654945725006,0.31164424680470587
51,rare optimism as north korea talks reach crossroads,0.08520331256505526,0.0057994201775942635,0.19789548907207993,0.357020909876292,0.15092325647197766,0.20315802149322781
52,for women nothing s like the smell of men s sweat,0.0,0.18819803774965424,0.0,0.15289871539741828,0.0,0.658803253771186
53,reports harvard set to name first female president,0.04059666120464834,0.04145414317811655,0.05221926381833981,0.3427544658131576,0.08313296280378982,0.43984250318194806
54,justin timberlake cameron diaz announce split,0.06249420108151221,0.041771833663225774,0.13420013482959228,0.11460740900828895,0.40957943887093773,0.237346982546443
55,hastert sorry for scandal but not quitting,0.06404194019161719,0.14987191046039694,0.023455021211336392,0.46386383855661334,0.13348551763093025,0.16526255357922287
56,world s oldest newspaper now exists only online,0.18890990183872644,0.19282006370078064,0.24882448526522544,0.014373928908590952,0.19454858353188087,0.16050330504934182
57,houston she s got some problems,0.062041787977788664,0.04703375210691643,0.11375935027597553,0.37103338234531613,0.10104000333899621,0.3050736363681067
58,firms on alert for letter bombs,0.027922250883386162,0.00412110299222856,0.2112345885034537,0.09764802864912618,0.2403225832508454,0.4187504724625769
59,study africa s internet gap getting wider,0.14978436357699174,0.12093326327569108,0.18477342854314988,0.14318829913017825,0.2971052138057364,0.10423510585027575
60,siesta cuts risk of heart disease death study finds,0.10848200152189932,0.047615444063237686,0.16090758027890711,0.34238826321808263,0.14155773079167894,0.1990867363276659
61,spain ahead although nadal is out,0.018435510714544055,0.011917430985126107,0.16219785351889213,0.4466780134387658,0.23526475813376777,0.12549175466379017
62,runway making good without making nice,0.03261497074635037,0.04531449144513787,0.0,0.5383017571764426,0.11645480080915255,0.2672741082205372
63,russia plans new icbms nuclear subs,0.09598694224525324,0.0673718326905976,0.3052869583835977,0.12760187502397258,0.07205828846286054,0.33165631768530085
64,no buyer in sight for napster,0.15492981501814734,0.13081365523832836,0.09960688800417478,0.12049346045573381,0.27040350618685555,0.22381337180848232
65,outcry at n korea nuclear test,0.11246332046750918,0.057599306609754375,0.34334146837089957,0.2234090502770191,0.1495158876788601,0.11366785028538405
66,ipod good for video games,0.0,0.0,0.002389907539816122,0.7000760698947929,0.0,0.29753402256539097
67,taking the plunge,0.0,0.02971619900575273,0.11849081274305422,0.4140014868587371,0.044320651957654965,0.3934510827031311
68,england include giles in wc squad,0.04289845748000414,0.025460032793061638,0.1429293692095746,0.277810825866843,0.35624668817662014,0.15459440936834418
69,beyonce copyright claim rejected,0.05868985803346375,0.07232990883356183,0.07590072275167774,0.20072054718969232,0.10143254548143138,0.4909284914424819
70,london market a shopping dining haven,0.06602538050644266,0.051866295970483374,0.1201542608695724,0.32779349678172626,0.23395215991878704,0.20014748783605088
71,pm havana deal a good experiment,0.2608483439722226,0.12817371774365977,0.05046222319285834,0.2880518708094999,0.19238312613268466,0.08004180070819629
72,dozens killed in baghdad bombing,0.10179428697734443,0.05458284621168541,0.2657961522874168,0.04981900727833338,0.4416352794301725,0.08635270438495903
73,damaged japanese whaling ship may resume hunting off antarctica,0.10730495901295772,0.05868952893562922,0.19692174067809592,0.142205209165898,0.3656266158272526,0.12927156444517937
74,un nuclear watchdog slashes iran aid,0.1543925668517105,0.04154103763648293,0.30518142339053034,0.08543072531577248,0.2577267759014546,0.15570875725551916
75,toyota s scion parks in second life,0.07226517885936952,0.08206417231091082,0.13054608766070228,0.2623258303629883,0.21086695146171236,0.24195177926526296
76,telecoms giant slashes jobs,0.051306518602334046,0.04511414368694671,0.15675284482171775,0.09679744505257284,0.33913588503700837,0.3108931627994202
77,canete wins inaugural joburg open,0.0,0.0,0.01223000805844878,0.8658230800564002,0.0,0.12196423484274102
78,yahoo s mission quest,0.10007293687886597,0.1203116108034082,0.14960511135032292,0.20726128985105802,0.1992112194439774,0.22351779675666528
79,weekly nielsen will lost find its way back,0.08342155905408916,0.01700622762373658,0.1549345411148681,0.20317064753330522,0.2818050718399166,0.25968149920945205
80,u s online love brokers eye china,0.13066386294302984,0.13467456284870222,0.22442269698700434,0.12707670784733463,0.2873320516921382,0.09579184353928434
81,amish schoolhouse torn down,0.14653812715053857,0.04233197946207064,0.18566859928780344,0.05605136284253315,0.37708914525499954,0.19235941793977837
82,china cheney shores up the trilateral alliance,0.09086402990292611,0.0077412373340620825,0.12550122047414444,0.3847534271414216,0.056868684205807124,0.33427140094163865
83,g yen skates by yuan singled out,0.1197743852115787,0.10559642549404505,0.17695847325166267,0.08634846155281066,0.33932840682893833,0.17203548013621778
84,friendly fire pilot experienced,0.036600847965612214,0.08539714136521684,0.39018836542579344,0.0,0.1707145515085529,0.31709909496193445
85,updates on world s top stories,2.428477009797846e-06,0.0,0.6666736109659394,2.3270308984278612e-05,6.266499644039025e-06,0.3332944249364607
86,diplomat acknowledges us arrogance in iraq,0.23204628981906933,0.0751549779383137,0.22600936361700344,0.05503042520431867,0.3493112889865933,0.06242627678582604
87,madonna s new baby s daddy didn t realize adoption was for good,0.10350191189550617,0.04805797710850638,0.13281900934910928,0.2738127195519493,0.12305319152128918,0.3187178630887242
88,appeal by chinese researcher for times may soon be heard,0.08477553386834105,0.08182707277637863,0.06563337386975969,0.2810611147778103,0.23804261893443632,0.24864162582671562
89,snowbirds shortening their florida stays,0.07007072911755126,0.06145263057484708,0.10284431174706382,0.2124015223692525,0.4232405381805248,0.12999065738612775
90,oxfam action needed for chad,0.004682992216478619,0.0,0.05689493993384854,0.5846982150408017,0.02754173612065075,0.3261996559849112
91,bush adamant on troops to iraq,0.19447959571104326,0.14591102387486937,0.29505405672518437,0.1066946086807773,0.1955943228496903,0.062251066152913294
92,ukraine gas deal marred by fears,0.11734576469921261,0.04986027310871298,0.1920395810664358,0.34614751080893946,0.14151532310780887,0.15313003854389473
93,shoplifters choice police or t shirt of shame,0.08128249310300234,0.06744748504929135,0.3013423226888187,0.2393942652704908,0.09753993573743187,0.2129298909763302
94,travel chaos as heavy snow hits uk,0.07733616174417893,0.0541359659846662,0.3168713258414896,0.10555549022504292,0.3471996134091288,0.09879793603810402
95,tow truck drivers accused of stealing cars,0.03556660028058832,0.07795504848478783,0.11486379077014315,0.3090790455412168,0.24132764843418666,0.22117053518752494
96,joseph wambaugh s new start,0.0,0.007179434851564608,0.0899105044818813,0.6066227969156608,0.0752153441001295,0.2210543229967158
97,human error caused helios crash,0.09444660670702444,0.07639330116115185,0.13296142849235862,0.02984585340354324,0.5778917524719717,0.08848185695323446
98,charts is your city lean or lethargic,0.03262634695753819,0.02513370865220062,0.13936461588908938,0.3251621883965831,0.057287455577021806,0.4204245507267977
99,st louis poised for entertainment upswing,0.0046617516030171115,0.0,0.05663413081013293,0.6744991592158844,0.027415901146010287,0.23680651696878688
100,ivrea journal in italian town a civics lesson from pelting neighbors,0.04271582319223374,0.0,0.30465311232028197,0.2643705413338616,0.2491850667334657,0.13907545642015715
101,review virtual american idol hits right notes,0.006812590837805321,0.0,0.0,0.6535968307373091,0.035234686501602185,0.30435589192328344
102,squadron apologies over friendly fire death,0.14308192541959416,0.06861854606108056,0.21079728884511512,0.010604924957859183,0.4197347366425337,0.14716257807381738
103,the breast cancer breakthrough saving women a year,0.08116831308202235,0.01873501748896514,0.15041822116591994,0.4242565394600413,0.1059924053085368,0.21941399509935536
104,abbas rejects temporary state,0.18121595233043972,0.13460953826090585,0.45488637644705454,0.01854243715668927,0.19406728071927512,0.016677717487824477
105,iraqi forces detain official suspected in shia conspiracy,0.1565438255719964,0.0972186792461349,0.19106897747141138,0.09261814604067618,0.36239062372057823,0.10015974794920302
106,congressman rebukes u s allies for lack of support in afghanistan,0.1329107678901505,0.09749650890028752,0.24713877596316297,0.16846755154341014,0.2627259233371159,0.091262988866141
107,easy ways to really save,0.005058134892063401,0.025389572299441967,0.08656145250459422,0.35057633513633973,0.03236148789875657,0.5000535679693805
108,real suffer carlos injury setback,0.051676985143945656,0.04543989724116881,0.11337460259138682,0.3493752536553551,0.14122599261034993,0.2989072687577936
109,marijuana may stave off alzheimer s,0.030881109366793964,0.0,0.17478848992310705,0.41024216968023347,0.24322307771760346,0.14084676615933095
110,smokestacks in a white wilderness divide iceland,0.043560132905204475,0.0862910552205306,0.07117548051624627,0.3237243943474148,0.1855238964743949,0.28970325476832115
111,paris journal smoking no longer tres chic in france,0.13989352866165436,0.0862957558781312,0.2102409786971426,0.2758927944828415,0.14350142733719115,0.14419182692530447
112,cher s dress car bed have new owners,0.02511277845803738,0.025276296599608453,0.1617170815345864,0.42410853219492967,0.11736639240469005,0.24641891880814804
113,hungarian opposition calls for vote after violence escalates,0.25002261191543956,0.1038103049079709,0.2762355111849914,0.04050095951513293,0.26683026394706855,0.06264023682982647
114,freed kidnap suspect my terror at police raid,0.15362740589818885,0.10544814359787118,0.4473082496542955,0.037308530738134615,0.18527462096224762,0.07101657815457106
115,rockers big winners at brit awards,0.0,0.007948210802571045,0.05161571907281149,0.6422780163261202,0.0,0.2981580537984972
116,cia leak trial summary,0.1291817659972789,0.070489915563125,0.23900153418125694,0.13645490629699575,0.2353196951134458,0.18954866942344217
117,experts issue new heart disease guidelines for women,0.0,0.0,0.24728625020325146,0.24701837887523506,0.09792780323534007,0.40778721243468985
118,in god s name religion based tax breaks housing to paychecks to books,0.19789294711828972,0.0730896444924602,0.08491324303027213,0.15019851147135171,0.10352827442724415,0.3903296835544083
119,snow causes transport chaos in britain,0.03176716659946669,0.015598433632248658,0.35275248939467085,0.12297033137983014,0.2830640717101577,0.193780682000738
120,injured sarwan to miss one dayers,0.032405718641391364,0.008340627989173777,0.1318172320650816,0.3912304459547461,0.05214202139987192,0.3840642580796738
121,study napping might help heart,0.01861161189746473,0.003987005969033849,0.08911890494162293,0.330239703727367,0.13512778212499224,0.4228985647027221
122,tailors and housewives busy as muslims celebrate eid,0.014546365867891898,0.004848788622630633,0.15048921778442811,0.5188340127762376,0.2010750914972667,0.11024984138512556
123,malaysia aggressively wooing tourists,0.0593445424532537,0.04505464313359788,0.2690544047778491,0.09212881860058669,0.2995705581078233,0.23488172791915143
124,creating a whole album in a month,0.06786766709604863,0.1019977620119383,0.14740926017329525,0.1913329976646156,0.14970032134285305,0.34169169119545695
125,wellcome awards anti fat research,0.060325862247060366,0.18594708704755858,0.08493216655038285,0.27405586586035485,0.1836944755976597,0.21104454269698364
126,can t do this anymore not jack,0.11893453694123347,0.030158311089782876,0.16580436937191742,0.35872894872985034,0.13240463360067106,0.1939697336460887
127,iran s boast on uranium enrichment is put to test,0.05804614375620101,0.036910317280938104,0.3191330646711513,0.14532139948006295,0.07392040541003425,0.36666975307947963
128,iraq closes borders with syria and iran,0.08785908525878428,0.0919865178475171,0.14971435723840099,0.3689425106116971,0.11790881028977054,0.18358985055955415
129,in clue to addiction brain injury halts smoking,0.05946153982575183,0.007506653767936508,0.11349529704852102,0.37456560016491564,0.15742313697203428,0.28754777222084077
130,manning inspires giants to victory in dallas,0.05146660968037803,0.059582569783526794,0.0847921741919705,0.42795115663731015,0.15352812343827413,0.22265909272625342
131,research supports medicinal marijuana,0.051081286431855166,0.044916095626413424,0.11206769382804978,0.345336282491783,0.13959803111690466,0.3070006105049939
132,iraq insurgents attack us base,0.21787978487285728,0.07298250025581968,0.29597988790213814,0.02942078552997834,0.31600054601901684,0.06771679424607917
133,fire extinguisher part of tennessee execution kit,0.07156835049282156,0.06772901154806744,0.2925329244587291,0.0049445774418912765,0.32247590227043577,0.24074745811817352
134,city sets up ice storm shelters,0.019616354779682706,0.004037749613415049,0.2598422470345376,0.412930202403222,0.10322447457936043,0.20034856550177113
135,gently weeps lyrics sheet up for sale,0.06110291332821973,0.027647647572112577,0.2157903485955447,0.3431359196089961,0.07136598150680126,0.2809761354162069
136,cholesterol link in diabetes study,0.036075573178752374,0.07049345386356988,0.16769428924765034,0.2198827086019982,0.0774951715996845,0.42835880350834465
137,zoo polar bear to have root canal,0.10692979129481284,0.03592893695389048,0.1942735695140652,0.24108655582422872,0.19473520897193697,0.22704593744106577
138,howard slams obama on iraq policy,0.06292041538253926,0.036896688598311286,0.1606850657383543,0.4512637802950905,0.09362693528823086,0.1946256079035517
139,fight starts over hpv vaccine,0.059774884918220354,0.024441726575023717,0.11426194555136322,0.41457508245924257,0.12586769656482008,0.2610602896292439
140,obama announces presidential bid,0.038406730685403644,0.08295886539878655,0.03565641819140652,0.48775429956993593,0.14032335842959773,0.2149363879368646
141,another death at georgia aquarium,0.15354761299825795,0.02978085028205365,0.07308793842863702,0.08745415725859483,0.51295018264273,0.14319702732236023
142,johnny depp to make movie of spy poisoning,0.0,0.035870240642302126,0.03773791938147181,0.6606959118035236,0.021793805106382617,0.24394635377128138
143,pap test a mainstay against cervical cancer may be fading,0.08521351536597353,0.030125667574791567,0.1884248986100436,0.29794091963476155,0.2044263634267477,0.19388886496680585
144,boy allegedly told to kill by mom gives up,0.06573374623941931,0.08381965909553925,0.25336946004432426,0.042890051422411486,0.28717651030491326,0.26703140545547277
145,catania punished for fan violence,0.14425193935029065,0.1088978697513596,0.13765108138494778,0.14985601488824946,0.28098678785991416,0.17837508661411938
146,the summit a slap in the face of the palestinians,0.054882436147403055,0.0936734341799177,0.2820495083465651,0.11830129762861116,0.12433377943376935,0.32672186268322395
147,dead bachelors in remote china still find wives,0.031811216323318986,0.00238841394524283,0.1718470404816943,0.16329045009256377,0.37892292924739357,0.2518212325165988
148,boy missing since found alive,0.03868370539349522,0.0036820645475666033,0.322555526867677,0.16826161788377014,0.24751333137796772,0.21932084616897626
149,girl left comatose after dental visit dies,0.0,0.0,0.10627167878928415,0.15919631601902395,0.5316248677384652,0.20290713745322678
150,fine wines in british columbia,0.06679219665392919,0.05148433720741934,0.24175434185860795,0.2985385006956671,0.1240707266883797,0.21738178329258193
151,bollywood s brangelina engaged,0.10007293687886597,0.1203116108034082,0.14960511135032292,0.20726128985105802,0.1992112194439774,0.22351779675666528
152,north korea ready to discuss nuke disarmament,0.06070859034531184,0.008134991707982098,0.25069553476262,0.4615395758863454,0.04012180884060904,0.17876813763595764
153,action intensity boosts vision,0.016071026292119223,0.09315109599139289,0.029045775257132277,0.27609916470242524,0.0322917346940199,0.5533614527092439
154,stonehenge workers village found,0.05493296366136121,0.10270051821573994,0.10878626207421478,0.24308540809971074,0.12185957655876412,0.3686162046685159
155,scientists tout cocoa s health benefits,0.057880414340115025,0.04307763804478423,0.1218681162018325,0.3059043312324821,0.11755455340059635,0.3537344029886474
156,can north korea be trusted,0.08326261747930316,0.006213380877549049,0.19773570203544533,0.3784098656502103,0.13199875413680076,0.20238027017881052
